,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
6369,-117.99,34.16,40.0,3838.0,696.0,1851.0,674.0,4.2407,INLAND,262000.0
924,-121.92,37.49,10.0,7441.0,1588.0,3571.0,1466.0,5.1643,<1H OCEAN,193100.0
19452,-120.94,37.68,4.0,13315.0,2424.0,6420.0,2289.0,4.2471,INLAND,162100.0
17781,-121.83,37.38,31.0,3633.0,843.0,2677.0,797.0,3.2222,<1H OCEAN,184800.0
19476,-120.96,37.67,18.0,1442.0,229.0,538.0,220.0,4.2969,INLAND,163200.0
4670,-118.29,34.05,18.0,3585.0,1661.0,5229.0,1534.0,1.847,<1H OCEAN,250000.0
3174,-119.78,36.37,41.0,831.0,149.0,443.0,146.0,3.1406,INLAND,100000.0
15498,-117.23,33.1,4.0,1862.0,291.0,685.0,248.0,7.745,NEAR OCEAN,237400.0
9266,-119.98,36.86,31.0,2366.0,482.0,1933.0,433.0,3.0234,INLAND,65000.0
16373,-121.29,38.04,16.0,2128.0,441.0,1860.0,459.0,3.1779,INLAND,97300.0
11965,-117.42,34.02,9.0,5455.0,882.0,3015.0,858.0,4.2321,INLAND,162800.0
20253,-119.19,34.23,17.0,3889.0,748.0,2415.0,739.0,4.5,NEAR OCEAN,234300.0
7432,-118.2,33.94,45.0,1818.0,408.0,1705.0,373.0,4.0441,<1H OCEAN,157500.0
11390,-117.97,33.74,16.0,1735.0,380.0,784.0,360.0,4.2566,<1H OCEAN,139200.0
3843,-118.45,34.19,11.0,2479.0,900.0,2466.0,855.0,2.2264,<1H OCEAN,181300.0
10616,-117.81,33.69,5.0,1256.0,256.0,880.0,288.0,2.4233,<1H OCEAN,450000.0
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,NEAR BAY,112500.0
7629,-118.28,33.84,27.0,2326.0,533.0,1697.0,546.0,3.8633,<1H OCEAN,187900.0
3463,-118.45,34.31,28.0,1532.0,287.0,977.0,275.0,4.4773,<1H OCEAN,173100.0
3068,-119.25,35.76,36.0,2332.0,656.0,2175.0,610.0,1.6045,INLAND,57300.0
3011,-118.93,34.82,24.0,806.0,168.0,323.0,136.0,3.5,INLAND,113900.0
1032,-120.8,38.51,23.0,1001.0,195.0,369.0,157.0,3.125,INLAND,96400.0
14144,-117.08,32.74,33.0,3260.0,673.0,1784.0,666.0,3.5078,NEAR OCEAN,126500.0
19557,-121.0,37.6,22.0,4412.0,925.0,3116.0,817.0,2.6899,INLAND,82100.0
19449,-121.03,37.68,20.0,3204.0,625.0,2016.0,605.0,2.6567,INLAND,110400.0
8739,-118.31,33.81,23.0,3942.0,748.0,1679.0,711.0,4.1169,<1H OCEAN,362600.0
5597,-118.23,33.8,26.0,239.0,135.0,165.0,112.0,1.3333,NEAR OCEAN,187500.0
17956,-121.97,37.33,21.0,8275.0,1566.0,3636.0,1524.0,5.1506,<1H OCEAN,302100.0
14768,-117.1,32.57,26.0,2343.0,371.0,1221.0,372.0,4.3601,NEAR OCEAN,144900.0
17254,-119.71,34.42,39.0,1172.0,322.0,606.0,316.0,2.16,<1H OCEAN,259100.0
20362,-118.95,34.17,23.0,2630.0,404.0,1184.0,385.0,5.2955,<1H OCEAN,247600.0
330,-122.18,37.73,42.0,4074.0,874.0,2736.0,780.0,2.455,NEAR BAY,82400.0
6447,-118.05,34.11,42.0,3677.0,627.0,1779.0,622.0,5.1509,INLAND,426500.0
16452,-121.27,38.13,52.0,1081.0,257.0,437.0,225.0,2.1979,INLAND,114100.0
19154,-122.69,38.37,8.0,6322.0,1001.0,2969.0,1043.0,4.8233,<1H OCEAN,214000.0
1713,-122.32,38.01,26.0,3054.0,492.0,1495.0,496.0,4.6944,NEAR BAY,171100.0
3187,-119.82,36.32,18.0,942.0,193.0,424.0,174.0,2.0673,INLAND,87500.0
8323,-118.3,33.95,27.0,1774.0,444.0,1622.0,402.0,2.2031,<1H OCEAN,96900.0
1137,-121.66,39.66,17.0,3502.0,655.0,1763.0,613.0,2.9625,INLAND,101200.0
12998,-121.25,38.68,13.0,503.0,70.0,267.0,77.0,6.1943,INLAND,276100.0
9740,-121.64,36.74,30.0,2628.0,444.0,1372.0,432.0,4.1696,<1H OCEAN,175000.0
889,-121.95,37.55,21.0,10687.0,1540.0,4552.0,1520.0,6.6478,<1H OCEAN,333400.0
10940,-117.88,33.75,10.0,1823.0,590.0,2176.0,548.0,1.5026,<1H OCEAN,151800.0
19849,-119.27,36.39,17.0,2076.0,350.0,998.0,340.0,4.3281,INLAND,145700.0
19216,-122.68,38.48,15.0,1575.0,262.0,716.0,259.0,5.3409,<1H OCEAN,244600.0
11253,-117.99,33.81,42.0,161.0,40.0,157.0,50.0,2.2,<1H OCEAN,153100.0
16877,-122.4,37.6,52.0,1380.0,203.0,530.0,210.0,6.221,NEAR OCEAN,420300.0
7257,-118.17,34.01,30.0,1228.0,358.0,1603.0,323.0,3.0225,<1H OCEAN,130800.0
13391,-117.59,34.09,16.0,2401.0,465.0,1757.0,500.0,3.9755,INLAND,120400.0
7658,-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,<1H OCEAN,166300.0
16043,-122.47,37.72,49.0,1690.0,307.0,770.0,294.0,4.5913,NEAR OCEAN,259700.0
10553,-117.71,33.64,14.0,2945.0,356.0,1293.0,335.0,8.111,<1H OCEAN,308900.0
12542,-121.49,38.54,47.0,2313.0,536.0,779.0,442.0,2.5639,INLAND,123000.0
20530,-121.76,38.57,11.0,15018.0,3008.0,7984.0,2962.0,3.1371,INLAND,201800.0
3764,-118.41,34.17,27.0,3277.0,648.0,1382.0,615.0,3.875,<1H OCEAN,366100.0
9727,-121.7,36.84,19.0,2511.0,465.0,1551.0,450.0,4.9107,<1H OCEAN,231900.0
981,-121.85,37.68,4.0,4719.0,741.0,1895.0,742.0,6.8132,INLAND,282500.0
4922,-118.25,34.0,41.0,1768.0,475.0,1721.0,474.0,1.3030000000000002,<1H OCEAN,90400.0
9446,-119.84,37.48,17.0,2582.0,553.0,1087.0,423.0,2.5,INLAND,104200.0
4227,-118.29,34.1,43.0,1711.0,443.0,1190.0,429.0,3.5172,<1H OCEAN,265500.0
2010,-119.82,36.72,17.0,1276.0,242.0,927.0,238.0,2.6176,INLAND,54100.0
15757,-122.43,37.77,52.0,1760.0,366.0,742.0,318.0,4.445,NEAR BAY,400000.0
17148,-122.2,37.43,38.0,3626.0,528.0,1350.0,532.0,7.3681,NEAR OCEAN,500001.0
4990,-118.31,33.99,48.0,2235.0,433.0,1363.0,433.0,1.6559,<1H OCEAN,101400.0
1600,-122.12,37.89,30.0,3227.0,733.0,1260.0,684.0,4.125,NEAR BAY,257100.0
3340,-122.66,38.81,22.0,852.0,176.0,461.0,142.0,3.4375,INLAND,83300.0
16386,-121.27,38.05,26.0,378.0,75.0,164.0,65.0,3.4107,INLAND,82800.0
20346,-119.06,34.22,13.0,4175.0,1321.0,2257.0,1271.0,3.1446,<1H OCEAN,177100.0
8978,-118.41,34.0,38.0,324.0,70.0,268.0,73.0,2.55,<1H OCEAN,271400.0
13760,-117.17,34.03,33.0,4583.0,648.0,1760.0,638.0,6.3308,INLAND,230600.0
17058,-122.24,37.48,40.0,4459.0,1027.0,2080.0,982.0,3.5322,NEAR OCEAN,361900.0
18368,-121.98,37.16,42.0,2533.0,433.0,957.0,398.0,5.3468,<1H OCEAN,279900.0
18433,-121.85,37.26,16.0,1816.0,241.0,793.0,234.0,6.8194,<1H OCEAN,291200.0
2803,-119.03,35.42,38.0,2952.0,598.0,1491.0,568.0,2.6094,INLAND,67900.0
4334,-118.32,34.08,52.0,2370.0,473.0,1053.0,434.0,4.1429,<1H OCEAN,380300.0
16811,-122.42,37.66,26.0,3253.0,932.0,2246.0,855.0,2.6631,NEAR OCEAN,244000.0
15983,-122.47,37.76,52.0,2680.0,740.0,1587.0,713.0,2.5933,NEAR BAY,359600.0
4300,-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,<1H OCEAN,198400.0
13211,-117.7,34.04,13.0,5301.0,1025.0,2870.0,984.0,3.5954,INLAND,163000.0
12528,-121.49,38.56,35.0,1521.0,457.0,987.0,455.0,1.9013,INLAND,86900.0
7684,-118.11,33.92,34.0,1414.0,263.0,983.0,264.0,4.1767,<1H OCEAN,156600.0
17036,-122.25,37.5,45.0,1812.0,336.0,752.0,329.0,4.95,NEAR OCEAN,345000.0
20577,-121.94,38.89,15.0,1462.0,314.0,774.0,271.0,2.5478,INLAND,91700.0
14215,-117.06,32.67,29.0,4047.0,754.0,2353.0,730.0,4.0505,NEAR OCEAN,125000.0
17625,-121.95,37.26,34.0,1482.0,255.0,584.0,246.0,5.5121,<1H OCEAN,264700.0
17054,-122.25,37.47,38.0,645.0,124.0,265.0,103.0,5.4688,NEAR OCEAN,305000.0
15198,-117.09,32.9,16.0,1989.0,290.0,814.0,291.0,6.2715,<1H OCEAN,255100.0
13029,-121.19,38.67,16.0,1754.0,284.0,773.0,277.0,4.817,INLAND,147000.0
5353,-118.4,34.03,36.0,1831.0,296.0,871.0,269.0,8.1484,<1H OCEAN,500001.0
13332,-117.65,34.04,15.0,3393.0,,2039.0,611.0,3.9336,INLAND,151000.0
5236,-118.23,33.94,36.0,1110.0,,1417.0,302.0,2.3333,<1H OCEAN,92100.0
9570,-120.6,37.34,34.0,1830.0,431.0,1304.0,415.0,2.1182,INLAND,68900.0
259,-122.2,37.77,41.0,1547.0,415.0,1024.0,341.0,2.0562,NEAR BAY,102000.0
2307,-119.76,36.83,17.0,3690.0,628.0,1888.0,601.0,4.0196,INLAND,84200.0
3713,-118.4,34.2,30.0,2392.0,655.0,1987.0,609.0,2.8424,<1H OCEAN,226400.0
9878,-121.86,36.63,37.0,338.0,109.0,231.0,100.0,2.5313,<1H OCEAN,108300.0
16362,-121.3,38.0,27.0,2918.0,580.0,1338.0,544.0,2.6495,INLAND,116200.0
2996,-119.04,35.31,11.0,2161.0,371.0,1267.0,388.0,4.1957,INLAND,92700.0
5999,-117.75,34.08,33.0,2824.0,523.0,1797.0,493.0,3.6359,INLAND,135100.0
5310,-118.43,34.06,11.0,3184.0,641.0,911.0,463.0,7.2675,<1H OCEAN,500001.0
163,-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,NEAR BAY,218800.0
19933,-119.32,36.3,15.0,2864.0,571.0,1480.0,475.0,2.9698,INLAND,93400.0
264,-122.21,37.78,44.0,1729.0,414.0,1240.0,393.0,2.3125,NEAR BAY,102800.0
3929,-118.55,34.19,31.0,1856.0,370.0,990.0,360.0,4.3654,<1H OCEAN,223800.0
11556,-117.99,33.73,17.0,5239.0,1045.0,2440.0,985.0,4.375,<1H OCEAN,248100.0
3773,-118.42,34.17,31.0,2235.0,363.0,914.0,370.0,6.1359,<1H OCEAN,359700.0
14231,-117.04,32.68,9.0,3087.0,609.0,1530.0,556.0,3.775,NEAR OCEAN,125000.0
17085,-122.21,37.47,33.0,1266.0,415.0,1991.0,334.0,2.92,NEAR OCEAN,202800.0
14126,-117.08,32.75,15.0,1821.0,516.0,1385.0,439.0,2.5101,NEAR OCEAN,95300.0
2050,-119.71,36.73,19.0,3972.0,585.0,1586.0,560.0,5.2608,INLAND,151400.0
12560,-121.46,38.54,48.0,1001.0,205.0,605.0,175.0,1.8333,INLAND,58200.0
9318,-122.49,37.98,34.0,1256.0,178.0,460.0,174.0,6.4271,NEAR BAY,451700.0
3961,-118.56,34.2,35.0,1770.0,362.0,1083.0,355.0,5.0483,<1H OCEAN,221000.0
7428,-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,<1H OCEAN,155200.0
2628,-124.14,40.67,23.0,580.0,117.0,320.0,109.0,4.2054,NEAR OCEAN,130600.0
9638,-120.95,37.09,43.0,1116.0,222.0,801.0,207.0,2.875,INLAND,97200.0
2273,-119.8,36.79,45.0,1337.0,187.0,471.0,187.0,5.187,INLAND,153800.0
14496,-117.19,32.85,15.0,2895.0,498.0,1164.0,443.0,5.102,NEAR OCEAN,417500.0
12097,-117.28,33.89,33.0,6982.0,1371.0,5650.0,1195.0,2.5379,INLAND,152700.0
11506,-118.11,33.74,43.0,1222.0,303.0,565.0,309.0,4.8482,NEAR OCEAN,500001.0
12796,-121.45,38.63,28.0,1246.0,295.0,884.0,258.0,1.4397,INLAND,51700.0
17410,-120.57,34.96,38.0,1145.0,297.0,1107.0,296.0,2.1776,NEAR OCEAN,89100.0
17348,-120.42,34.91,4.0,6986.0,1217.0,2801.0,1212.0,3.2135,<1H OCEAN,212700.0
16995,-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,NEAR BAY,500001.0
8371,-118.34,33.98,45.0,1298.0,294.0,1064.0,268.0,3.7067,<1H OCEAN,136600.0
2432,-119.53,36.65,43.0,1676.0,320.0,1056.0,276.0,2.5562,INLAND,93200.0
12548,-121.48,38.55,52.0,2037.0,358.0,811.0,375.0,4.3929,INLAND,162500.0
14445,-117.26,32.81,30.0,1328.0,346.0,577.0,328.0,2.3284,NEAR OCEAN,290600.0
105,-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,NEAR BAY,313400.0
15969,-122.41,37.71,47.0,2289.0,481.0,1697.0,465.0,3.4773,NEAR BAY,226300.0
999,-121.82,37.69,12.0,1906.0,351.0,802.0,319.0,4.9375,INLAND,227700.0
19553,-121.0,37.62,28.0,1153.0,420.0,1043.0,357.0,1.0801,INLAND,75000.0
16309,-121.34,38.01,17.0,2033.0,452.0,1114.0,446.0,3.2872,INLAND,175000.0
15283,-117.33,33.17,11.0,10923.0,2041.0,4773.0,1858.0,4.0791,NEAR OCEAN,281300.0
17986,-121.96,37.3,20.0,4228.0,1006.0,2334.0,1007.0,4.3081,<1H OCEAN,227300.0
17541,-121.87,37.35,37.0,1566.0,375.0,1223.0,346.0,3.2793,<1H OCEAN,174500.0
10841,-117.91,33.69,30.0,2704.0,426.0,1289.0,423.0,5.2815,<1H OCEAN,229500.0
7013,-118.07,33.97,36.0,1265.0,273.0,1052.0,253.0,4.8929,<1H OCEAN,156200.0
2673,-115.62,33.04,20.0,1121.0,244.0,766.0,230.0,2.2969,INLAND,62000.0
12572,-121.41,38.53,35.0,2061.0,371.0,1110.0,342.0,3.1944,INLAND,79000.0
17436,-120.47,34.64,16.0,1912.0,406.0,1009.0,417.0,3.4063,NEAR OCEAN,138000.0
20087,-120.33,38.0,14.0,1944.0,330.0,822.0,314.0,3.5,INLAND,170700.0
1762,-122.33,37.94,44.0,1769.0,332.0,828.0,309.0,4.0526,NEAR BAY,150800.0
1296,-121.81,37.99,22.0,2331.0,359.0,1086.0,340.0,5.1435,INLAND,150800.0
6090,-117.87,34.1,15.0,6409.0,1363.0,3359.0,1267.0,3.875,<1H OCEAN,173300.0
13231,-117.68,34.15,4.0,4082.0,578.0,1996.0,580.0,6.7813,INLAND,286300.0
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,NEAR BAY,85000.0
2042,-119.69,36.74,23.0,2097.0,385.0,911.0,405.0,3.5128,INLAND,121600.0
2863,-118.87,35.37,14.0,2458.0,433.0,1352.0,411.0,3.5441,INLAND,87000.0
6741,-118.07,34.13,27.0,3787.0,913.0,1992.0,853.0,3.301,INLAND,251200.0
1660,-121.94,37.94,26.0,1299.0,174.0,533.0,180.0,6.2296,INLAND,291700.0
16148,-122.47,37.78,52.0,2042.0,378.0,1153.0,408.0,4.1856,NEAR BAY,404700.0
11120,-117.86,33.85,17.0,1131.0,236.0,622.0,244.0,4.9306,<1H OCEAN,158500.0
17932,-121.94,37.35,52.0,906.0,227.0,1662.0,219.0,3.1667,<1H OCEAN,231600.0
6508,-118.07,34.07,19.0,1554.0,393.0,1427.0,370.0,3.125,<1H OCEAN,207100.0
6654,-118.12,34.16,30.0,1762.0,416.0,940.0,398.0,2.8631,<1H OCEAN,188600.0
7665,-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,<1H OCEAN,171900.0
18441,-121.82,37.24,20.0,3671.0,567.0,1944.0,589.0,6.0538,<1H OCEAN,241000.0
3349,-120.35,40.63,33.0,240.0,49.0,63.0,22.0,3.625,INLAND,200000.0
9019,-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,NEAR OCEAN,399200.0
9167,-118.55,34.44,14.0,15348.0,2366.0,7087.0,2169.0,6.3277,INLAND,237700.0
3627,-118.44,34.24,36.0,1660.0,301.0,1225.0,307.0,4.095,<1H OCEAN,184000.0
11451,-117.97,33.68,16.0,4508.0,598.0,2221.0,623.0,7.3731,<1H OCEAN,390800.0
16460,-121.3,38.12,11.0,1792.0,252.0,767.0,263.0,7.6889,INLAND,229300.0
13346,-117.64,34.03,11.0,2050.0,382.0,1044.0,371.0,4.8281,INLAND,137000.0
17944,-121.95,37.33,31.0,1866.0,465.0,821.0,447.0,2.3547,<1H OCEAN,275900.0
6100,-117.89,34.12,35.0,1470.0,241.0,885.0,246.0,4.9239,<1H OCEAN,168800.0
10091,-117.97,33.93,33.0,1700.0,369.0,981.0,362.0,4.5461,<1H OCEAN,194000.0
7600,-118.25,33.89,34.0,1367.0,288.0,1183.0,286.0,2.6812,<1H OCEAN,104100.0
10873,-117.9,33.73,31.0,1171.0,306.0,1690.0,301.0,3.2639,<1H OCEAN,155200.0
11194,-117.92,33.83,6.0,3136.0,990.0,1894.0,859.0,2.5564,<1H OCEAN,171300.0
11085,-117.89,33.84,35.0,3315.0,744.0,2425.0,687.0,3.5521,<1H OCEAN,182800.0
18839,-122.73,41.76,19.0,2200.0,414.0,950.0,367.0,2.5357,INLAND,94200.0
5351,-118.4,34.04,40.0,2079.0,268.0,720.0,282.0,9.272,<1H OCEAN,500001.0
10249,-117.87,33.89,19.0,1674.0,243.0,786.0,234.0,6.4218,<1H OCEAN,275000.0
13515,-117.34,34.11,29.0,2912.0,566.0,2188.0,518.0,3.2656,INLAND,90600.0
11601,-118.08,33.78,30.0,2879.0,403.0,1109.0,414.0,6.9324,<1H OCEAN,364700.0
4714,-118.37,34.06,52.0,843.0,160.0,333.0,151.0,4.5192,<1H OCEAN,446000.0
9502,-123.54,39.17,18.0,2251.0,510.0,1032.0,369.0,2.2946,<1H OCEAN,101000.0
16139,-122.46,37.78,52.0,2632.0,542.0,1364.0,544.0,3.4605,NEAR BAY,441700.0
18292,-122.11,37.4,31.0,2836.0,490.0,1138.0,481.0,4.9519,NEAR BAY,500001.0
6240,-117.98,34.06,33.0,1353.0,228.0,1079.0,237.0,4.5417,<1H OCEAN,160300.0
20519,-121.53,38.58,33.0,4988.0,1169.0,2414.0,1075.0,1.9728,INLAND,76400.0
846,-122.08,37.58,16.0,3349.0,544.0,2003.0,488.0,6.0074,NEAR BAY,236500.0
2781,-114.63,32.76,15.0,1448.0,378.0,949.0,300.0,0.8585,INLAND,45000.0
19254,-122.75,38.46,13.0,4323.0,1020.0,2566.0,728.0,3.0147,<1H OCEAN,142800.0
6400,-118.05,34.13,23.0,3264.0,729.0,1475.0,668.0,3.735,INLAND,218300.0
16684,-120.59,35.11,25.0,3642.0,726.0,1729.0,673.0,3.155,<1H OCEAN,205400.0
16013,-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,NEAR BAY,363600.0
6555,-118.1,34.18,39.0,2321.0,336.0,880.0,339.0,7.7108,INLAND,450000.0
10732,-117.87,33.6,33.0,3120.0,602.0,1155.0,553.0,5.2949,<1H OCEAN,500001.0
2727,-115.54,32.79,23.0,1712.0,403.0,1370.0,377.0,1.275,INLAND,60400.0
7427,-118.2,33.95,41.0,679.0,184.0,788.0,185.0,2.1406,<1H OCEAN,165300.0
16105,-122.5,37.75,44.0,1819.0,,1137.0,354.0,3.4919,NEAR OCEAN,271800.0
902,-121.98,37.53,28.0,2829.0,566.0,1610.0,540.0,4.6,<1H OCEAN,223200.0
14020,-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,NEAR OCEAN,261500.0
12339,-116.57,33.84,18.0,7962.0,1652.0,2009.0,921.0,3.3897,INLAND,230200.0
20184,-119.16,34.28,11.0,5330.0,1056.0,2801.0,1028.0,4.763,NEAR OCEAN,232700.0
14494,-117.2,32.85,22.0,3501.0,631.0,1297.0,581.0,4.7891,NEAR OCEAN,295300.0
4970,-118.28,34.01,52.0,795.0,308.0,1118.0,275.0,1.2175,<1H OCEAN,131300.0
10830,-117.94,33.66,16.0,2095.0,450.0,963.0,411.0,5.5,<1H OCEAN,224100.0
8689,-118.33,33.87,36.0,2219.0,406.0,1219.0,403.0,4.2614,<1H OCEAN,267100.0
91,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,NEAR BAY,137500.0
7522,-118.24,33.91,40.0,972.0,240.0,761.0,225.0,1.4688,<1H OCEAN,88200.0
13102,-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,4.3879,INLAND,144400.0
5349,-118.42,34.05,52.0,2533.0,402.0,981.0,386.0,7.8164,<1H OCEAN,500001.0
13972,-116.83,34.25,15.0,8948.0,1985.0,1316.0,514.0,2.7375,INLAND,90800.0
14685,-117.04,32.83,8.0,2205.0,348.0,777.0,341.0,6.0266,<1H OCEAN,177400.0
16739,-122.43,37.71,24.0,4299.0,857.0,2249.0,788.0,4.6098,NEAR BAY,290400.0
19510,-121.02,37.63,35.0,1591.0,364.0,1290.0,352.0,1.564,INLAND,81800.0
20427,-118.8,34.19,4.0,15572.0,2222.0,5495.0,2152.0,8.6499,<1H OCEAN,500001.0
5994,-117.72,34.09,33.0,4979.0,934.0,2575.0,874.0,3.7958,INLAND,152500.0
17463,-119.88,34.43,16.0,2206.0,541.0,1227.0,554.0,3.75,NEAR OCEAN,223100.0
16612,-121.11,35.52,9.0,6044.0,1222.0,2239.0,972.0,3.24,NEAR OCEAN,264600.0
6181,-117.92,34.08,35.0,1897.0,311.0,965.0,323.0,5.7039,<1H OCEAN,199400.0
860,-121.96,37.58,15.0,3575.0,597.0,1777.0,559.0,5.7192,<1H OCEAN,283500.0
13090,-121.36,38.55,33.0,1191.0,198.0,554.0,191.0,2.8021,INLAND,118800.0
4640,-118.29,34.06,23.0,2040.0,778.0,2235.0,697.0,1.9309,<1H OCEAN,233300.0
5144,-118.26,33.97,47.0,1504.0,374.0,1168.0,358.0,1.4625,<1H OCEAN,94200.0
14039,-117.14,32.75,19.0,1358.0,613.0,766.0,630.0,1.0353,NEAR OCEAN,150000.0
8002,-118.14,33.86,36.0,1774.0,348.0,934.0,333.0,4.8571,<1H OCEAN,203300.0
11391,-117.97,33.74,18.0,2814.0,539.0,1439.0,493.0,3.5989999999999998,<1H OCEAN,262000.0
6094,-117.88,34.12,33.0,1485.0,274.0,1006.0,258.0,5.1708,<1H OCEAN,158500.0
9539,-120.71,37.39,40.0,680.0,160.0,785.0,175.0,2.6058,INLAND,72700.0
16681,-120.56,35.13,15.0,5818.0,924.0,2324.0,845.0,4.4033,<1H OCEAN,267600.0
6127,-117.94,34.1,31.0,1239.0,254.0,929.0,244.0,3.3625,<1H OCEAN,153400.0
18897,-122.25,38.12,47.0,1339.0,298.0,794.0,286.0,2.5865,NEAR BAY,109800.0
14473,-117.22,32.84,19.0,2691.0,347.0,1154.0,366.0,8.051,NEAR OCEAN,363600.0
3096,-117.73,35.73,35.0,2916.0,594.0,1870.0,432.0,3.625,INLAND,55000.0
11439,-117.98,33.61,17.0,2054.0,291.0,836.0,288.0,6.8939,NEAR OCEAN,383900.0
19155,-122.71,38.37,16.0,2355.0,345.0,1014.0,348.0,5.6018,<1H OCEAN,253000.0
7555,-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,<1H OCEAN,117400.0
4952,-118.31,34.02,43.0,2255.0,533.0,1568.0,470.0,1.6955,<1H OCEAN,115200.0
6013,-117.78,34.06,25.0,1712.0,491.0,1807.0,478.0,2.2258,INLAND,114800.0
1935,-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,INLAND,187900.0
5066,-118.3,33.99,44.0,1458.0,326.0,1159.0,283.0,1.1645,<1H OCEAN,98200.0
13842,-117.32,34.55,18.0,279.0,59.0,188.0,60.0,0.8246,INLAND,91700.0
19225,-122.72,38.48,23.0,2296.0,356.0,902.0,334.0,6.0298,<1H OCEAN,289100.0
8183,-118.09,33.79,36.0,4210.0,657.0,1911.0,631.0,5.8491,<1H OCEAN,247300.0
968,-121.88,37.67,25.0,2244.0,301.0,937.0,324.0,6.4524,INLAND,296900.0
746,-122.09,37.67,39.0,2069.0,500.0,1408.0,478.0,3.1115,NEAR BAY,153500.0
7319,-118.2,33.97,30.0,1911.0,562.0,2055.0,534.0,2.3917,<1H OCEAN,154600.0
3920,-118.56,34.2,36.0,1544.0,308.0,891.0,286.0,4.175,<1H OCEAN,190900.0
972,-121.9,37.67,7.0,9540.0,1294.0,3926.0,1229.0,7.4353,<1H OCEAN,389800.0
6494,-118.01,34.08,35.0,1852.0,358.0,1414.0,347.0,4.275,INLAND,173600.0
419,-122.26,37.89,52.0,3078.0,494.0,1005.0,462.0,6.381,NEAR BAY,342200.0
11429,-117.97,33.67,25.0,3906.0,660.0,1809.0,622.0,5.6765,<1H OCEAN,265100.0
11654,-118.01,33.83,29.0,3963.0,772.0,2104.0,743.0,4.9803,<1H OCEAN,208600.0
14728,-117.02,32.8,29.0,1232.0,243.0,665.0,247.0,3.65,<1H OCEAN,168900.0
12045,-117.51,33.88,24.0,3044.0,602.0,2541.0,564.0,4.131,INLAND,123800.0
2258,-119.83,36.79,35.0,1872.0,363.0,1054.0,369.0,3.3272,INLAND,65600.0
14389,-117.23,32.74,16.0,1953.0,404.0,798.0,385.0,4.8167,NEAR OCEAN,169800.0
14804,-117.17,32.63,26.0,1617.0,279.0,2745.0,250.0,3.5357,NEAR OCEAN,67500.0
20400,-118.85,34.21,25.0,1328.0,209.0,691.0,228.0,4.9234,<1H OCEAN,241400.0
5005,-118.32,34.01,50.0,1842.0,377.0,817.0,341.0,3.1548,<1H OCEAN,157700.0
8983,-118.43,33.99,45.0,2092.0,451.0,1190.0,429.0,3.8021,<1H OCEAN,323000.0
14848,-117.08,32.68,19.0,3635.0,1078.0,3127.0,1098.0,1.324,NEAR OCEAN,122600.0
9509,-123.22,39.16,32.0,1149.0,187.0,499.0,208.0,3.6587,<1H OCEAN,154600.0
2497,-120.67,36.72,18.0,819.0,198.0,996.0,198.0,2.5,INLAND,112500.0
6583,-118.21,34.21,41.0,1676.0,263.0,757.0,255.0,4.7734,<1H OCEAN,450800.0
5789,-118.25,34.15,32.0,1377.0,444.0,768.0,422.0,2.2621,<1H OCEAN,187500.0
9839,-121.92,36.61,27.0,1619.0,352.0,831.0,344.0,4.3,NEAR OCEAN,226400.0
8095,-118.22,33.82,17.0,5357.0,1332.0,3030.0,1266.0,1.9311,NEAR OCEAN,138100.0
17041,-122.28,37.51,33.0,4719.0,,1980.0,757.0,6.1064,NEAR OCEAN,405000.0
524,-122.23,37.77,52.0,772.0,179.0,409.0,160.0,3.3214,NEAR BAY,189600.0
19706,-121.67,39.18,26.0,2121.0,375.0,1125.0,366.0,3.3958,INLAND,94600.0
4466,-118.19,34.07,42.0,1555.0,337.0,1152.0,348.0,3.375,<1H OCEAN,169600.0
5752,-118.27,34.17,52.0,2287.0,295.0,829.0,296.0,7.8383,<1H OCEAN,500001.0
14668,-117.13,32.79,35.0,1362.0,243.0,698.0,255.0,3.6458,NEAR OCEAN,173800.0
3531,-118.54,34.27,28.0,2309.0,300.0,931.0,302.0,6.7415,<1H OCEAN,348200.0
11092,-117.87,33.81,15.0,3082.0,536.0,1268.0,531.0,3.7604,<1H OCEAN,280100.0
18087,-122.06,37.3,11.0,5488.0,706.0,1947.0,641.0,10.7326,<1H OCEAN,500001.0
